escolaridade,grau_hierarquico,created_at,extroversao,dominancia,condescendencia,concentracao,perfil_tecnico,detalhismo,empatia,sociabilidade,automotivacao,multitarefas,tolerancia,planejamento,capac_ouvir,organizacao,orientadorsultado,proatividade,relac_interpes,orientadorelacionamento,rigorosidade,dinamismo,perfil,forca_candidato,indicestress,ia,moral,indice_positivo,amplitude,flexibilidade,perc_executor2colp,perc_executor2coln,perc_executor,perc_comunicador2sanp,perc_comunicador2sann,perc_comunicador,perc_planejador2flep,perc_planejador2flen,perc_planejador,perc_analista2melp,perc_analista2meln,perc_analista,incitabilidade,energperfil,departamento,empresa,ativa,demitido,dias_permanencia,intervalo_dias_permanencia,intervalo_idade,sexo_0,sexo_1,sexo_2,estado_civil_0,estado_civil_1,estado_civil_2,estado_civil_3,candidato_id_anonimo
6.0,3.0,2018-02-15 23:37:52,59.69555268132495,50.74727144072152,69.96323043555944,69.96323043555944,72.71625511286098,72.71625511286098,67.06158488878921,59.69555268132495,41.69542213020371,41.69542213020371,63.08816571158162,67.06158488878921,67.06158488878921,72.71625511286098,56.80057833316032,41.69542213020371,59.69555268132495,63.08816571158162,56.80057833316032,50.74727144072152,APC,10.344827586207,15.08,-2.1739130434783,0.36,1.0872679590462,11.801242236025,4.76,10.599078341014,5.8252427184466,18.012422360248,10.599078341014,17.43119266055,26.086956521739,14.761904761905,11.578947368421,26.086956521739,15.094339622642,12.121212121212,29.813664596273,31.17,43.75,Administrativo,VM CONSULTORIA RH,0,0,11010,7,4,1,0,0,1,0,0,0,ID_7541
6.0,1.0,2023-01-04 13:29:56,56.32811124801972,49.57068248207489,71.24289977856937,71.24289977856937,52.5328330206379,52.5328330206379,90.96302155428118,56.32811124801972,42.73504273504273,42.73504273504273,72.55139056831922,90.96302155428118,90.96302155428118,52.5328330206379,47.50593824228029,42.73504273504273,56.32811124801972,72.55139056831922,47.50593824228029,49.57068248207489,P,13.79310344827586,30.20000000000001,3.84615384615384,1.33333333333333,25.0,16.92307692307692,-9.236,17.39130434782609,0.0,18.46153846153846,23.41463414634147,0.0,24.61538461538462,31.5068493150685,0.0,35.38461538461538,20.09569377990431,0.0,21.53846153846154,28.95,12.7,MARKETING,GERTEC ,0,0,637,3,3,1,0,0,0,1,0,0,ID_3233
7.0,1.0,2018-12-12 16:28:40,29.9730818668627,42.89942114767549,78.4986270621652,78.4986270621652,62.05074645204878,62.05074645204878,95.83443953041132,29.9730818668627,55.97537083683102,55.97537083683102,60.91636487684281,95.83443953041132,95.83443953041132,62.05074645204878,58.93368912927672,55.97537083683102,29.9730818668627,60.91636487684281,58.93368912927672,42.89942114767549,PA,29.885057471264,51.07,0.37783375314862,1.3684210526316,4.5105960922236,24.181360201511,4.44,40.096618357488,22.330097087379,24.181360201511,23.414634146341,3.6036036036036,13.098236775819,66.666666666667,2.1052631578947,37.27959697733,42.10526315789501,10.15625,25.44080604534,16.41,50.88,Eletromecânica,HEAD5 Engenharia,1,1,51,1,3,1,0,0,1,0,0,0,ID_8388
5.0,1.0,2020-02-14 17:52:05,83.05788626154691,69.04487917146145,50.06257822277847,50.06257822277847,43.36043360433659,43.36043360433659,57.12653527563496,83.05788626154691,54.86968449931481,54.86968449931481,70.75999820860702,57.12653527563496,57.12653527563496,43.36043360433659,49.26541743643943,54.86968449931481,83.05788626154691,70.75999820860702,49.26541743643943,69.04487917146145,C,9.1954022988506,15.4,4.0740740740741,0.8,4.6563737806178,18.518518518519,2.8,10.628019323671,9.7087378640777,23.703703703704,22.439024390244,2.7027027027027,36.296296296296,13.24200913242,0.0,22.222222222222,11.483253588517,0.0,17.777777777778,65.58,18.58,Unidade Diagnósticos,UNIMED SERGIPE COOPERATIVA DE TRABALHO MÉDICO,1,0,2912,6,3,0,1,0,0,1,0,0,ID_495
4.0,1.0,2019-02-08 14:06:04,68.90992302891533,54.26822889423591,66.1338036181602,66.1338036181602,72.06208425720732,72.06208425720732,59.88548726338046,68.90992302891533,39.45707070707177,39.45707070707177,64.58173024073882,59.88548726338046,59.88548726338046,72.06208425720732,55.33362124811163,39.45707070707177,68.90992302891533,64.58173024073882,55.33362124811163,54.26822889423591,CA,12.64367816092,47.22,-2.8409090909091,2.2,25.0,13.068181818182,-8.344,14.492753623188,0.0,17.045454545455,25.853658536585,0.0,30.113636363636,18.264840182648,0.0,23.295454545455,24.88038277512,0.0,29.545454545455,37.79,38.85,Loja Estação,CASA DA SOGRA,1,1,1358,5,2,0,1,0,1,0,0,0,ID_8452
6.0,2.0,2023-08-29 16:57:21,57.98132228338177,59.48123036730632,60.46409363055169,60.46409363055169,52.73566249176005,52.73566249176005,68.6097408462447,57.98132228338177,60.99849849849852,60.99849849849852,62.91055263243897,68.6097408462447,68.6097408462447,52.73566249176005,56.97502728381589,60.99849849849852,57.98132228338177,62.91055263243897,56.97502728381589,59.48123036730632,PEC,21.83908045977012,5.61,-1.68918918918919,0.7037037037037,25.0,5.06756756756757,-14.57,42.512077294686,0.0,26.35135135135136,36.58536585365854,0.0,25.33783783783784,36.07305936073059,0.0,26.68918918918919,30.622009569378,0.0,21.62162162162162,47.6,44.34,AGQ,Grupo Artesanal,1,1,361,2,2,0,1,0,0,1,0,0,ID_1777
4.0,1.0,2024-01-09 13:23:29,67.07172729424761,69.22123901608843,49.87076757824676,49.87076757824676,46.72460517708625,46.72460517708625,53.18677422214345,67.07172729424761,71.39562934582092,71.39562934582092,60.45949214026604,53.18677422214345,53.18677422214345,46.72460517708625,59.38242280285036,71.39562934582092,67.07172729424761,60.45949214026604,59.38242280285036,69.22123901608843,EC,37.93103448275862,12.42,0.0,1.26923076923077,19.92854953944877,11.68582375478927,9.62,77.77777777777777,9.70873786407767,30.84291187739464,68.29268292682927,2.7027027027027,29.31034482758621,53.42465753424659,0.0,20.6896551724138,47.84688995215311,0.0,19.15708812260536,65.92,52.38,GERENCIAMENTO TERNIUM - GO - FILIAL RJ,IDG Engenharia e Consultoria LTDA,1,0,754,4,6,1,0,0,1,0,0,0,ID_1437
1.0,1.0,2023-04-24 18:18:05,59.07556919650437,52.92757799988391,67.59190828297983,67.59190828297983,62.2421654483607,62.2421654483607,73.23045471535475,59.07556919650437,46.70842949774701,46.70842949774701,65.66223775471029,73.23045471535475,73.23045471535475,62.2421654483607,54.27236268034987,46.70842949774701,59.07556919650437,65.66223775471029,54.27236268034987,52.92757799988391,PCA,24.13793103448276,14.62,-1.3353115727003,1.23529411764706,25.0,8.30860534124629,-16.455,37.68115942028986,0.0,20.17804154302671,42.4390243902439,0.0,25.81602373887241,43.37899543378996,0.0,28.486646884273,41.14832535885168,0.0,25.51928783382789,35.27,35.31,Fazenda Primavera,Junqueira Rodas,1,0,7818,7,6,1,0,0,1,0,0,0,ID_9494
4.0,1.0,2020-06-03 15:18:48,85.71406103784896,71.1802878056306,47.7400874804856,47.7400874804856,41.06948285977805,41.06948285977805,54.77080186220822,85.71406103784896,56.47829960544676,56.47829960544676,71.05548560814873,54.77080186220822,54.77080186220822,41.06948285977805,48.97519406420665,56.47829960544676,85.71406103784896,71.05548560814873,48.97519406420665,71.1802878056306,C,20.689655172414,67.63,4.2955326460481,4.5,25.0,20.618556701031,-13.872,34.299516908213,0.0,24.398625429553,53.170731707317,0.0,37.45704467354,27.853881278539,0.0,21.305841924399,23.444976076555,0.0,16.838487972509,69.6,17.61,Qualidade,EMPHASYS IMP. EXP. DIST. LTDA,1,0,3961,7,2,0,1,0,1,0,0,0,ID_9664
6.0,2.0,2023-08-29 18:53:16,56.95621931672698,51.70761876276848,68.91874755338446,68.91874755338446,56.40915439991405,56.40915439991405,82.10366578711937,56.95621931672698,46.39827051721326,46.39827051721326,68.7160747673508,82.10366578711937,82.10366578711937,56.40915439991405,51.27292893990604,46.39827051721326,56.95621931672698,68.7160747673508,51.27292893990604,51.70761876276848,P,32.18390804597702,12.94,1.98237885462555,2.0,7.53010537266929,11.8942731277533,9.31,47.34299516908213,2.9126213592233,20.04405286343613,52.6829268292683,4.5045045045045,24.88986784140969,61.18721461187216,10.52631578947368,31.93832599118943,44.4976076555024,9.375,23.12775330396476,32.97,25.28,Audiovisual ,AGROADVANCE INOVACOES TECNOLOGICAS LTDA,1,0,731,4,2,1,0,0,0,0,1,0,ID_466
2.0,2.0,2021-12-30 23:29:41,63.83602165541105,56.13404810687921,64.10452089502122,64.10452089502122,61.34741225461035,61.34741225461035,67.01047087591702,63.83602165541105,48.34293134598011,48.34293134598011,65.25201285870175,67.01047087591702,67.01047087591702,61.34741225461035,54.6752795318927,48.34293134598011,63.83602165541105,65.25201285870175,54.6752795318927,56.13404810687921,CPA,48.27586206896552,5.98,-1.21951219512195,1.68,16.76797613995807,7.01219512195122,13.79,71.01449275362319,0.0,20.88414634146341,89.26829268292681,0.0,27.89634146341463,73.05936073059362,10.52631578947368,26.06707317073172,74.16267942583733,7.8125,25.15243902439024,41.3,36.65,RAL - SETOR OPERACAO DE TRAFEGO CENTRAL,Grupo Odilon Santos,1,1,870,4,3,1,0,0,1,0,0,0,ID_458
6.0,1.0,2023-09-18 22:55:05,79.40378387165347,69.32784998773793,49.75481647140894,49.75481647140894,41.65000666400107,41.65000666400107,58.29716099849694,79.40378387165347,59.13529649868448,59.13529649868448,69.3797450789938,58.29716099849694,58.29716099849694,41.65000666400107,50.62108173357736,59.13529649868448,79.40378387165347,69.3797450789938,50.62108173357736,69.32784998773793,CE,56.32183908045977,32.50999999999999,1.775956284153,1.48484848484849,4.30292415025002,17.62295081967214,12.55,83.09178743961353,14.5631067961165,25.5464480874317,96.09756097560978,42.34234234234234,34.69945355191257,74.88584474885846,11.57894736842105,22.67759562841531,57.41626794258373,3.90625,17.07650273224044,66.12,23.11,CONTROLE FISICO QUIMICO,NATULAB,0,0,3686,7,2,0,1,0,0,1,0,0,ID_4917
6.0,1.0,2022-06-17 17:22:22,60.79053751861709,61.14031046176218,58.65966233883437,58.65966233883437,50.44661452307122,50.44661452307122,67.31608805724798,60.79053751861709,61.49413170286034,61.49413170286034,63.78648506639074,67.31608805724798,67.31608805724798,50.44661452307122,56.11469934690601,61.49413170286034,60.79053751861709,63.78648506639074,56.11469934690601,61.14031046176218,ECP,37.93103448275862,7.35,-2.75142314990513,0.86842105263158,8.35848411438467,5.88235294117647,12.11,62.80193236714975,9.70873786407767,26.56546489563567,67.31707317073169,1.8018018018018,26.56546489563567,57.99086757990869,10.52631578947368,26.18595825426946,48.32535885167464,6.25,20.6831119544592,50.72,41.46,Arezzo Pato Branco,Grupo Gobbi ,1,1,305,2,2,0,1,0,0,1,0,0,ID_4906
4.0,1.0,2019-09-26 19:07:18,49.83949538850801,52.5517230227756,68.00069173117521,68.00069173117521,53.12160849945853,53.12160849945853,83.68301595997687,49.83949538850801,55.29534218058797,55.29534218058797,65.69837085031318,83.68301595997687,83.68301595997687,53.12160849945853,54.23687328597624,55.29534218058797,49.83949538850801,65.69837085031318,54.23687328597624,52.5517230227756,P,29.885057471264,25.06,4.3325526932084,0.76470588235294,25.0,10.772833723653,-20.206,49.275362318841,0.0,23.887587822014,45.365853658537,0.0,21.779859484778,63.013698630137,0.0,32.552693208431,44.497607655502,0.0,21.779859484778,34.56,35.19,HIGIENIZAÇÃO,Mira S.A,1,1,1033,4,4,0,1,0,0,0,1,0,ID_2179
5.0,1.0,2024-01-18 21:00:49,66.43537314534584,53.82530903151565,66.61552747385844,66.61552747385844,51.14083398898504,51.14083398898504,82.92561572269675,66.43537314534584,41.06929510155318,41.06929510155318,74.11163552677772,82.92561572269675,82.92561572269675,51.14083398898504,45.97348862156156,41.06929510155318,66.43537314534584,74.11163552677772,45.97348862156156,53.82530903151565,PC,8.04597701149425,45.5,0.0,0.5,25.0,14.51612903225807,-5.839,10.6280193236715,0.0,17.74193548387097,17.5609756097561,0.0,29.03225806451613,17.80821917808219,0.0,32.25806451612903,12.44019138755981,0.0,20.96774193548387,36.96,7.58,Logística,TMAC IMPORT,1,0,84,1,1,1,0,0,0,1,0,0,ID_3615
7.0,2.0,2023-04-28 14:59:41,51.16761658399307,63.61277687639823,55.97058434844799,55.97058434844799,46.96258142705651,46.96258142705651,65.46488048667551,51.16761658399307,76.20197837589141,76.20197837589141,57.83081856895011,65.46488048667551,65.46488048667551,46.96258142705651,61.96426727253951,76.20197837589141,51.16761658399307,57.83081856895011,61.96426727253951,63.61277687639823,EP,11.49425287356322,34.72,2.17391304347826,2.0,25.0,13.66459627329192,-7.668,25.60386473429952,0.0,32.91925465838509,17.5609756097561,0.0,22.36024844720497,18.72146118721461,0.0,25.46583850931677,14.83253588516747,0.0,19.25465838509317,55.37,61.01,Recursos Humanos,DGI IMPORTACAO E EXPORTACAO LTDA.,1,0,1127,5,2,0,1,0,1,0,0,0,ID_8872
4.0,1.0,2022-05-10 11:58:19,65.78947368421055,67.60644418872269,51.6270337922403,51.6270337922403,51.82926829268293,51.82926829268293,51.41388174807198,65.78947368421055,69.44444444444446,69.44444444444446,58.94800483675939,51.41388174807198,51.41388174807198,51.82926829268293,60.86698337292164,69.44444444444446,65.78947368421055,58.94800483675939,60.86698337292164,67.60644418872269,EC,11.49425287356322,87.07000000000001,0.0,2.0,25.0,10.0,-7.6,23.18840579710145,0.0,30.00000000000001,22.4390243902439,0.0,28.75000000000001,14.15525114155251,0.0,20.0,16.26794258373206,0.0,21.25,62.88,57.34,Comercial,Organizações Garra Utilidades Ltda,0,1,158,2,1,0,1,0,0,1,0,0,ID_2546
6.0,1.0,2024-02-22 16:18:56,59.43713037534547,51.55948769297446,69.07985631389886,69.07985631389886,58.59993664871714,58.59993664871714,80.1255299969953,59.43713037534547,43.59066859066859,43.59066859066859,69.0965624460183,80.1255299969953,80.1255299969953,58.59993664871714,50.89921954530031,43.59066859066859,59.43713037534547,69.0965624460183,50.89921954530031,51.55948769297446,PC,10.3448275862069,44.65000000000001,0.0,1.8,3.11904711533215,12.33766233766234,5.08,18.84057971014493,0.0,18.83116883116883,16.09756097560976,6.30630630630631,25.97402597402597,17.35159817351598,10.52631578947368,31.16883116883117,14.83253588516747,4.6875,24.02597402597403,32.7,24.04,WLM CSC Contagem - Compras,WLM Scania,1,0,901,4,3,1,0,0,1,0,0,0,ID_2314
7.0,3.0,2020-12-28 13:27:02,86.71564494760868,75.10144751983543,43.4753968776771,43.4753968776771,38.51091142490488,38.51091142490488,48.70788797185861,86.71564494760868,63.35282651072222,63.35282651072222,68.73289632788149,48.70788797185861,48.70788797185861,38.51091142490488,51.25640705088243,63.35282651072222,86.71564494760868,68.73289632788149,51.25640705088243,75.10144751983543,CE,6.8965517241379,65.59,3.6842105263158,1.2,25.0,22.105263157895,-4.55,12.56038647343,0.0,27.368421052632,17.560975609756,0.0,37.894736842105,8.2191780821918,0.0,18.947368421053,7.177033492823,0.0,15.789473684211,76.98,25.23,Gestão Call Center,ANCORA ADMINISTRADORA DE CONSORCIOS S.A.,1,1,87,1,4,1,0,0,1,0,0,0,ID_8693
4.0,1.0,2023-02-02 23:50:43,82.25331913233296,67.34792361578806,51.90820322638321,51.90820322638321,29.22333370799147,29.22333370799147,75.81770580360846,82.25331913233296,52.27001194743132,52.27001194743132,79.12670860753711,75.81770580360846,75.81770580360846,29.22333370799147,41.04775769782284,52.27001194743132,82.25331913233296,79.12670860753711,41.04775769782284,67.34792361578806,CP,14.94252873563219,28.21,-2.07373271889401,0.54166666666667,8.43757703255025,23.963133640553,3.8,18.84057971014493,9.70873786407767,22.58064516129033,37.07317073170732,1.8018018018018,35.9447004608295,28.76712328767123,0.0,29.49308755760369,12.44019138755981,0.0,11.9815668202765,62.39,0.0,SEGURANÇA/PORTARIA,ASSOCIACAO ALPHAVILLE RESIDENCIAL 11,1,0,4921,7,2,1,0,0,0,1,0,0,ID_8006
4.0,2.0,2021-03-18 00:06:52,41.10771591827688,46.16773357772266,74.94397937541677,74.94397937541677,73.51151355824878,73.51151355824878,76.45377625212339,41.10771591827688,51.286316256375,51.286316256375,57.68390667274849,76.45377625212339,76.45377625212339,73.51151355824878,62.10856197343944,51.286316256375,41.10771591827688,57.68390667274849,62.10856197343944,46.16773357772266,AP,36.781609195402,23.87,-1.8962075848303,6.4,16.958164521253,12.175648702595,9.12,53.623188405797,9.7087378640777,22.155688622754,42.926829268293,1.8018018018018,17.964071856287,67.579908675799,0.0,29.740518962076,70.813397129187,2.34375,30.139720558882,22.55,61.49,Serraria,Zucchi Luxury Stones,1,1,356,2,5,1,0,0,1,0,0,0,ID_5055
4.0,1.0,2021-05-28 22:03:32,54.87849073796109,58.83915042515189,61.16242588303254,61.16242588303254,61.8033329654561,61.8033329654561,60.4869197036144,54.87849073796109,62.84565108094444,62.84565108094444,57.45019615138452,60.4869197036144,60.4869197036144,61.8033329654561,62.33810900570665,62.84565108094444,54.87849073796109,57.45019615138452,62.33810900570665,58.83915042515189,EA,14.942528735632,20.32,0.67873303167421,2.1666666666667,1.8154907534351,3.6199095022624,7.21,22.705314009662,12.621359223301,27.149321266968,20.0,10.810810810811,23.981900452489,18.721461187215,11.578947368421,23.529411764706,20.574162679426,10.15625,25.339366515837,46.39,62.26,Loja Centro,CASA DA SOGRA,1,0,5242,7,2,0,1,0,1,0,0,0,ID_121
4.0,1.0,2022-11-29 14:55:31,67.18031616736295,76.01271101445296,42.48429803309181,42.48429803309181,29.83516073692846,29.83516073692846,55.81629364087324,67.18031616736295,84.94733265375466,84.94733265375466,61.7537320331769,55.81629364087324,55.81629364087324,29.83516073692846,58.11123944009819,84.94733265375466,67.18031616736295,61.7537320331769,58.11123944009819,76.01271101445296,EC,25.28735632183909,28.33,-1.07033639143731,2.44444444444444,3.88735935893182,24.46483180428134,3.67,48.30917874396135,19.41747572815534,36.69724770642201,44.8780487804878,3.6036036036036,29.35779816513761,31.05022831050229,2.10526315789474,21.71253822629969,12.91866028708134,10.15625,12.23241590214067,78.69,48.13,NUCLEO COMUNICACAO,FUNDAÇÃO CARLOS CHAGAS,1,0,522,3,2,0,1,0,0,1,0,0,ID_6496
4.0,1.0,2023-06-29 15:50:56,29.4887824671495,42.70817268337823,78.70663071106924,78.70663071106924,77.948202162434,77.948202162434,79.50600270320409,29.4887824671495,56.08056510118367,56.08056510118367,52.97996733940835,79.50600270320409,79.50600270320409,77.948202162434,66.72870191248134,56.08056510118367,29.4887824671495,52.97996733940835,66.72870191248134,42.70817268337823,AP,28.73563218390805,0.0,-5.15463917525773,1.0,15.04357031895795,19.07216494845361,5.21,40.57971014492754,9.70873786407767,24.22680412371135,24.39024390243903,0.0,12.88659793814433,53.42465753424658,2.10526315789474,30.92783505154639,59.33014354066985,0.0,31.95876288659794,16.05,76.93,Assistência Técnica,MIURI COMERCIO DE MOVEIS EIRELI,0,1,15,1,1,1,0,0,0,1,0,0,ID_6296
5.0,3.0,2023-08-09 19:53:38,75.43943470716926,68.53905588082804,50.6127164450068,50.6127164450068,47.7083891718038,47.7083891718038,53.67383259414107,75.43943470716926,61.55881155881157,61.55881155881157,65.11022230490188,53.67383259414107,53.67383259414107,47.7083891718038,54.81454412570803,61.55881155881157,75.43943470716926,65.11022230490188,54.81454412570803,68.53905588082804,CE,34.48275862068966,105.78,2.52747252747253,4.28571428571429,2.57355265044325,13.4065934065934,8.9,40.09661835748792,36.89320388349514,26.5934065934066,60.00000000000001,24.32432432432433,32.96703296703297,42.46575342465754,1.05263157894737,20.87912087912088,37.79904306220096,7.8125,19.56043956043956,64.63,37.12,Financeiro,SMARTSOLVE AUDITORIA E CONSULTORIA CONTÁBIL LTDA,1,0,1193,5,1,1,0,0,0,1,0,0,ID_8942
